nct_id,title,status,canonical_drug,primary_target,modality,disease,has_biomarker,start_year,label_strict,label_balanced,label_permissive,label_provenance,drug_is_mapped,drug_is_mapped,ot_overall_score,ot_genetic_association,ot_somatic_mutation,ot_known_drug,ot_animal_model,ot_rna_expression,ot_literature,pubmed_pair_count,clinical_trial_pub_count,pair_pub_acceleration,lineage_specificity,gwas_disease_specificity,alteration_frequency,co_alteration_burden,genomic_complexity,ot_data_missing,cbio_data_missing,biomarker_missing,network_degree,clustering_coefficient,betweenness_centrality,tractability,binding_evidence,potency_proxy,mechanistic_maturity,druggability_tier,target_class,pathway_count,pathway_evidence,alternative_pathway_burden,gwas_association_count,cosmic_census_member,somatic_evidence,depmap_chronos,depmap_essential,depmap_selective,tumor_expression,normal_tissue_burden,tumor_specificity,expression_variability,omnipath_degree,omnipath_references,known_drug_count,interaction_score,disgenet_score,disgenet_disease_count,modality_score,drug_is_mapped,drug_is_mapped,tmb_relevance,pdl1_expression,immune_infiltration,io_mechanism,is_io_target,tds_small_molecule,tds_biologic,tds_combined,drug_class,polypharmacology_proxy,human_study_fraction,translational_study_fraction,perturbation_concordance,target_disease_assoc,pub_acceleration,literature_diversity,context_specificity,biomarker_directness,biomarker_prevalence,biomarker_clonality,assay_precision,CDS,TDS,BFS,MCS,TWS,EMS,BIOLOGY_SCORE
NCT01174238,A Two Arm Phase II Trial of Sequential Axitinib and Carboplatin/Paclitaxel in Melanoma With Correlative FLT PET Scans (3'Deoxy-3'-18F-Fluorothymidine Positron Emission Tomography Scans)(CC# 10852),COMPLETED,axitinib,VEGFR2,small_molecule,melanoma,True,2010.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.23,0.06,0.5108695652173914,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.2608695652173913,0.18260869565217389,0.32999999999999996,0.3,0.5108695652173914,0.14500000000000002,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.247,0.28,0.2717,12.4182
NCT00562978,A Phase I/II Trial of Escalating Dose of Yttrium-90-labeled Anti-CD20 Monoclonal Antibody in Combination With High-Dose Etoposide and Cyclophosphamide Followed by AHSCT for Patients With Relapsed B-Cell Non-Hodgkin's Lymphoma,COMPLETED,etoposide,TOP2A,small_molecule,lymphoma,True,2000.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.021,0.01,0.7142857142857143,0.0,0.63,,,,1,1,0,1111.0,0.000882019801980198,1.0,0.5,0.0,0.0,0.05,0.74,0.7,4.0,0.2,0.08,0.58,0.0,0.0,-0.94,1.0,0.0,0.4,0.6,0.0,0.5,0.72,0.576,0.8,0.9,0.73,0.73,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.31000000000000005,0.0,0.31000000000000005,0.0,0.5,0.47619047619047616,0.3333333333333333,0.24,0.3,0.7142857142857143,0.0155,0.1,0.5,0.3,0.7,0.8,0.225,111.3775,0.295,0.1376,0.28,0.3351,22.4643
NCT00444678,A Phase II Study of Cetuximab Plus Biweekly Capecitabine and Oxaliplatin (C-CO2) in the Treatment of Patients With KRAS Wild Type Metastatic Colorectal Cancer,COMPLETED,cetuximab,EGFR,antibody,colorectal cancer,True,2004.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.72,0.55,0.65,0.75,0.4,0.55,0.7,1.0,1.0,0.5960482985729967,0.0,0.9,,,,0,1,0,774.0,0.0007825607235142119,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.8,1,1.0,0.2,0.3,0.4,0.0,0.0,0.0,0.295,0.295,1.0,0.0,1.0,0.7,0.8879999999999999,0.72,0.5960482985729967,1.0,0.275,0.5,0.3,0.7,0.8,0.85,78.1316,0.295,0.7526,0.3362,0.8592,16.1552
NCT01136733,"An Open-Label, Multicenter, Phase 1b/2 Study of E7080 Alone, and in Combination With Everolimus in Subjects With Unresectable Advanced or Metastatic Renal Cell Carcinoma Following One Prior VEGF-Targeted Treatment",COMPLETED,lenvatinib,VEGFR2,small_molecule,renal cell carcinoma,True,2010.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.2,0.17,0.45,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.85,0.595,0.32999999999999996,0.3,0.45,0.185,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.259,0.28,0.4893,12.4424
NCT02659020,"A Phase 1b (Open-Label)/Phase 2 (Randomized, Double-Blinded) Study Evaluating Gemcitabine and Docetaxel With or Without Olaratumab in the Treatment of Advanced Soft Tissue Sarcoma",COMPLETED,gemcitabine,RRM1,small_molecule,cancer nos,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.47,,,,1,1,0,475.0,0.000819562105263158,0.95,1.0,1.0,0.5399499999999999,0.05,0.54,0.7,4.0,0.2,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.46399999999999997,0.6,0.7,0.62,0.62,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8049875000000001,0.0,0.8049875000000001,0.0,0.0,0.0,0.0,0.24,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.1875,48.0085,0.295,0.133,0.28,0.0,9.7467
NCT02064582,"Phase 2 Study of Enzalutamide and GnRH Agonist Before, During and After Radiation Therapy in Treatment of Patients With High-risk Localized Prostate Cancer",COMPLETED,enzalutamide,AR,small_molecule,prostate cancer,False,2014.0,1,1,1,completed+positive_text+results,1,1.0,0.98,0.88,0.9,0.98,0.4,0.82,0.95,1.0,1.0,0.5785932721712538,0.0,0.85,,,,0,1,1,557.0,0.0007637253141831239,1.0,0.0,0.0,0.0,0.05,1.0,0.7,22.0,1.0,0.44,0.8,1.0,1.0,-0.69,1.0,1.0,0.4,0.6,0.0,0.5,0.82,0.656,1.0,1.0,0.88,0.88,0.7,1,1.0,0.1,0.2,0.3,0.0,0.0,0.2,0.0,0.2,0.0,1.0,1.0,0.7,0.992,0.98,0.5785932721712538,1.0,0.44,,,,,0.926,56.0475,0.0,0.8009,0.388,0.8557,11.745
NCT02061085,"A Phase IIa Prospective, Multicenter, Open and Not Controlled of the Efficacy and Tolerability on the First Line Treatment With Eribulin as a Unic Agent on Patients With HER2 Negative Metastatic Breast Cancer Previously Treated With Taxanes",COMPLETED,unmapped,UNKNOWN,unknown,breast cancer,True,2013.0,1,1,1,completed+positive_text+results,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT02716974,A Phase II Study of Definitive Therapy for Newly Diagnosed Men With Oligometastatic Prostate Cancer,COMPLETED,docetaxel,TUBB,small_molecule,prostate cancer,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.003,0.0,0.8333333333333333,0.0,0.43,,,,1,1,0,715.0,0.000807165034965035,1.0,1.0,1.0,0.5950000000000001,0.05,0.7,0.7,17.0,0.85,0.34,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.44000000000000006,0.6,0.7,0.59,0.59,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8187500000000001,0.0,0.8187500000000001,0.0,0.0,0.0,0.0,0.63,0.3,0.8333333333333333,0.0015,0.1,0.5,0.3,0.7,0.8,0.178,72.0168,0.295,0.309,0.04,0.1675,14.5619
NCT00463060,Phase I/II Study of Stereotactic Radiation Therapy and Concurrent and Adjuvant Sutent (SU11248) as Treatment for Oligometastatic Disease,COMPLETED,sunitinib,VEGFR2,small_molecule,cancer nos,True,2007.0,1,1,1,completed+positive_text+results,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.0,0.0,0.32999999999999996,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.2035,0.28,0.0,12.3823
NCT00942825,"Phase II Study of a Triplet Combination of CBP501, Pemetrexed and Cisplatin as First Line Treatment in Patients With Stage IV Non-squamous Non Small Cell Lung Cancer (NSCLC)",COMPLETED,cisplatin,DNA,small_molecule,nsclc,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.7610274096932292,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,1.0,0.7,0.42,0.3,0.7610274096932292,1.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.514,0.28,0.8922,11.9598
NCT03989115,"Ph1b/2 Open-Label,Multicenter Dose-Esc & Dose-Exp Study of Combo RMC4630 & Cobimetinib in Participants w/Relapsed/Refractory Solid Tumors & Ph1b Study of RMC4630 w/Osimertinib in Participants w/EGFR Mutation+,Locally Adv or Meta NSCLC",COMPLETED,osimertinib,EGFR,small_molecule,solid tumors,True,2019.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.6108757062146893,0.0,0.9,,,,1,1,0,774.0,0.0007825607235142119,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.903475,0.0,0.903475,0.0,0.0,1.0,0.7,0.72,0.3,0.6108757062146893,1.0,0.1,0.5,0.3,0.7,0.8,0.7375,78.0221,0.295,0.659,0.28,0.8622,16.0783
NCT02631590,Phase II Study of Copanlisib (BAY 80-6946) in Combination With Gemcitabine and Cisplatin in Advanced Cholangiocarcinoma,COMPLETED,gemcitabine,RRM1,small_molecule,bladder cancer,True,2016.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.012,0.0,0.41666666666666663,0.0,0.47,,,,1,1,0,475.0,0.000819562105263158,0.95,1.0,1.0,0.5399499999999999,0.05,0.54,0.7,4.0,0.2,0.08,0.42,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.58,0.46399999999999997,0.6,0.7,0.62,0.62,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.8049875000000001,0.0,0.8049875000000001,0.0,0.0,0.0,0.0,0.24,0.3,0.41666666666666663,0.006,0.1,0.5,0.3,0.7,0.8,0.1875,48.0085,0.295,0.1348,0.28,0.0866,9.7557
NCT00368355,CD-34 Selection for Ex-vivo T-Cell Depletion of Mobilized Peripheral Blood Stem Cells for Recipients of HLA Haploidentical Related Donor Stem Cell Grafts Receiving Intensive Conditioning,COMPLETED,cyclophosphamide,DNA,small_molecule,leukemia,True,2000.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,1.0,1.0,0.28779487613088695,0.0,0.3,,,,1,1,0,578.0,0.0007351176470588234,1.0,1.0,1.0,0.5889090909090909,0.05,0.28,0.7,10.0,0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.2,0.3,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.7372272727272728,0.0,0.7372272727272728,0.0,0.0,1.0,0.7,0.42,0.3,0.28779487613088695,1.0,0.1,0.5,0.3,0.7,0.8,0.1325,58.3158,0.295,0.514,0.28,0.7976,11.9503
NCT00921115,Combined Fulvestrant and Anastrozole as Neo-adjuvant Endocrine Therapy in Postmenopausal Women With Hormone Receptor Positive Invasive Breast Cancer,COMPLETED,fulvestrant,ESR1,small_molecule,breast cancer,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.97,0.85,0.88,0.98,0.4,0.8,0.93,1.0,1.0,0.8296763576522216,0.0,0.88,,,,0,1,0,714.0,0.0007699285714285715,1.0,1.0,1.0,0.78365,0.15,1.0,0.7,40.0,1.0,0.8,0.85,1.0,1.0,-0.58,1.0,1.0,0.4,0.6,0.0,0.5,0.8,0.6400000000000001,1.0,1.0,0.86,0.86,0.7,1,1.0,0.1,0.25,0.35,0.0,0.0,0.9459124999999999,0.0,0.9459124999999999,0.0,0.0,1.0,0.7,0.988,0.97,0.8296763576522216,1.0,0.425,0.5,0.3,0.7,0.8,0.9255,72.219,0.295,0.8171,0.3838,0.9059,15.0163
NCT00742625,Dose Escalation and Phase II Study of Bortezomib (IND #58443) Added to Standard Daunorubicin and Cytarabine Therapy for Patients With Previously Untreated Acute Myeloid Leukemia Age 60-75 Years,COMPLETED,bortezomib,PSMB5,small_molecule,leukemia,True,2008.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.012,0.0,0.20833333333333331,0.0,0.45,,,,1,1,0,1170.0,0.0009419982905982905,1.0,1.0,1.0,0.6293333333333334,0.05,0.38,0.7,173.0,1.0,1.0,0.4,0.5,0.5,-0.83,1.0,1.0,0.4,0.6,0.0,0.5,0.65,0.52,0.8,0.9,0.62,0.62,0.7,1,1.0,0.25,0.3,0.45,0.0,0.0,0.8673333333333334,0.0,0.8673333333333334,0.0,0.0,0.0,0.0,0.72,0.3,0.20833333333333331,0.006,0.1,0.5,0.3,0.7,0.8,0.4085,117.6219,0.295,0.3508,0.28,0.045,23.7727
NCT03284424,"A Phase 2, Open-Label, Single Arm Study to Evaluate the Safety and Efficacy of Pembrolizumab in Participants With Recurrent or Metastatic Cutaneous Squamous Cell Carcinoma (R/M cSCC)",COMPLETED,pembrolizumab,PDCD1,antibody,cancer nos,True,2017.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.0,0.0,0.0,0.0,0.5,,,,1,1,0,837.0,0.0007509342891278374,1.0,1.0,0.6,0.6553333333333333,0.05,0.36,0.7,9.0,0.45,0.18,0.45,0.5,0.5,-0.15,0.0,0.0,0.4,0.6,0.0,0.5,0.6,0.48,0.9,1.0,0.65,0.65,0.8,1,1.0,0.85,0.8,0.85,1.0,1.0,0.0,0.62,0.62,1.0,0.0,0.0,0.0,0.39,0.3,0.0,0.0,0.1,0.5,0.3,0.7,0.8,0.42,84.1658,0.295,0.2005,0.28,0.0,17.0498
NCT00847015,"Phase II Study of Gemcitabine, Cisplatin, and Sunitinib (GC-S) as Neoadjuvant Chemotherapy in Patients With Muscle-Invasive Bladder Cancer",COMPLETED,sunitinib,VEGFR2,small_molecule,bladder cancer,True,2009.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.043,0.01,0.7558139534883721,0.0,0.55,,,,1,1,0,606.0,0.0007355808580858086,1.0,0.5,0.0,0.0,0.2,1.0,0.7,7.0,0.35,0.14,0.5,0.5,0.5,-0.31,0.5,0.0,0.4,0.6,0.0,0.5,0.4,0.32000000000000006,0.9,1.0,0.3,0.3,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.33,0.0,0.33,0.0,0.5,0.23255813953488375,0.16279069767441862,0.32999999999999996,0.3,0.7558139534883721,0.0265,0.1,0.5,0.3,0.7,0.8,0.4125,60.835,0.295,0.2114,0.28,0.2544,12.4094
NCT00459108,A Phase II Trial of Dasatinib (BMS-354825) in Advanced Hepatocellular Carcinoma,TERMINATED,dasatinib,ABL1,small_molecule,hepatocellular carcinoma,True,2007.0,0,0,0,terminated+efficacy,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.006,0.0,1.0,0.0,0.8,,,,1,1,0,399.0,0.0007217443609022556,0.798,1.0,1.0,0.5742,0.1,1.0,0.7,13.0,0.65,0.26,0.75,1.0,1.0,-0.77,1.0,1.0,0.4,0.6,0.0,0.5,0.9,0.7200000000000001,1.0,1.0,0.84,0.84,0.7,1,1.0,0.2,0.25,0.35,0.0,0.0,0.8935500000000001,0.0,0.8935500000000001,0.0,0.0,0.0,0.0,0.51,0.3,1.0,0.003,0.1,0.5,0.3,0.7,0.8,0.7145,40.5161,0.295,0.2654,0.28,0.2017,8.4266
NCT01875250,A Phase II Trial of Enzalutamide in Combination With PSA-TRICOM in Patients With Non-Metastatic Castration Sensitive Prostate Cancer,COMPLETED,enzalutamide,AR,small_molecule,prostate cancer,True,2013.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.98,0.88,0.9,0.98,0.4,0.82,0.95,1.0,1.0,0.5785932721712538,0.0,0.85,,,,0,1,0,557.0,0.0007637253141831239,1.0,0.0,0.0,0.0,0.05,1.0,0.7,22.0,1.0,0.44,0.8,1.0,1.0,-0.69,1.0,1.0,0.4,0.6,0.0,0.5,0.82,0.656,1.0,1.0,0.88,0.88,0.7,1,1.0,0.1,0.2,0.3,0.0,0.0,0.2,0.0,0.2,0.0,1.0,1.0,0.7,0.992,0.98,0.5785932721712538,1.0,0.44,0.5,0.3,0.7,0.8,0.926,56.0475,0.295,0.8009,0.388,0.8557,11.7745
NCT01505413,Phase 2 Study of GEMOX-T in Previously Untreated Patients With Advanced Pancreatic Cancer,COMPLETED,erlotinib,EGFR,small_molecule,pancreatic cancer,True,2011.0,1,1,1,completed+positive_text+approved,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.978,0.5,0.5879345603271983,0.0,0.9,,,,1,1,0,774.0,0.0007825607235142119,1.0,1.0,1.0,0.6139,0.1,1.0,0.7,56.0,1.0,1.0,0.85,1.0,1.0,-0.82,1.0,1.0,0.4,0.6,0.0,0.5,0.95,0.76,1.0,1.0,0.9,0.9,0.7,1,1.0,0.2,0.3,0.4,0.0,0.0,0.903475,0.0,0.903475,0.0,0.0,0.5112474437627812,0.35787321063394684,0.72,0.3,0.5879345603271983,0.739,0.1,0.5,0.3,0.7,0.8,0.7375,78.0221,0.295,0.5807,0.28,0.6234,16.0388
NCT02368691,"A Phase 2 Open Label, Multi-Center, Multinational Study Investigating The Efficacy and Safety Of GTx-024 On Advanced, Androgen Receptor-Positive Triple Negative Breast Cancer (AR+ TNBC)",TERMINATED,unmapped,UNKNOWN,unknown,breast cancer,True,2015.0,0,0,0,terminated+efficacy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT01305213,"A Randomized Phase II Evaluation of Single-Agent Bevacizumab (NSC #704865) and Combination Bevacizumab With Fosbretabulin Tromethamine (CA4P) (NSC #752293) in the Treatment of Recurrent or Persistent Epithelial Ovarian, Fallopian Tube or Primary Peritoneal Carcinoma",COMPLETED,bevacizumab,VEGFA,antibody,ovarian cancer,True,2011.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.204,0.07,0.6004901960784313,0.0,0.75,,,,1,1,0,582.0,0.0006893024054982818,1.0,1.0,1.0,0.83255,0.3,1.0,0.7,30.0,1.0,0.6,0.7,1.0,1.0,-0.22,0.0,0.0,0.4,0.6,0.0,0.5,0.82,0.656,0.7,0.8,0.83,0.83,0.8,1,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.295,0.295,1.0,0.0,0.34313725490196084,0.24019607843137258,0.72,0.3,0.6004901960784313,0.137,0.1,0.5,0.3,0.7,0.8,0.704,58.7649,0.295,0.4401,0.28,0.3153,12.12
NCT02055820,"A Phase Ib/II, Open-Label Study Evaluating the Safety, Efficacy and Pharmacokinetics of GDC-0199 (ABT-199) in Combination With Rituximab (R) or Obinutuzumab (G) Plus Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone (CHOP) in Patients With B-Cell Non-Hodgkin's Lymphoma (NHL) and DLBCL",COMPLETED,venetoclax,BCL2,small_molecule,lymphoma,True,2013.0,1,1,1,completed+positive_text+results,1,1.0,0.88,0.72,0.78,0.9,0.4,0.68,0.82,1.0,1.0,0.6022076860179886,0.0,0.7,,,,0,1,0,570.0,0.0007448929824561402,1.0,1.0,1.0,0.7835000000000001,0.05,1.0,0.7,16.0,0.8,0.32,0.65,1.0,1.0,-0.52,1.0,1.0,0.4,0.6,0.0,0.5,0.78,0.6240000000000001,0.8,0.9,0.81,0.81,0.7,1,1.0,0.25,0.4,0.55,0.0,0.0,0.9058750000000001,0.0,0.9058750000000001,0.0,0.0,1.0,0.7,0.8320000000000001,0.88,0.6022076860179886,1.0,0.36,0.5,0.3,0.7,0.8,0.8505,57.793,0.295,0.7194,0.362,0.8604,12.085
NCT02315326,"A Phase I/II Trial of the Bruton's Tyrosine Kinase (BTK) Inhibitor, Ibrutinib, in Patients With Newly Diagnosed or Refractory/Recurrent Primary Central Nervous System Lymphoma (PCNSL) and Refractory/Recurrent Secondary Central Nervous System Lymphoma (SCNSL)",COMPLETED,ibrutinib,BTK,small_molecule,lymphoma,True,2014.0,1,1,1,completed+positive_text+approved,1,1.0,0.9,0.7,0.75,0.93,0.4,0.65,0.85,1.0,0.81,1.0,0.0,0.65,,,,0,1,0,529.0,0.0007996710775047259,1.0,0.5,0.1,0.796,0.05,1.0,0.7,14.0,0.7,0.28,0.6,1.0,1.0,-0.65,1.0,1.0,0.4,0.6,0.0,0.5,0.75,0.6000000000000001,0.9,1.0,0.77,0.77,0.7,1,1.0,0.3,0.4,0.65,0.0,0.0,0.554,0.0,0.554,0.0,0.5,0.81,0.567,0.78,0.9,1.0,0.905,0.35,0.5,0.3,0.7,0.8,0.831,53.4664,0.295,0.67,0.3575,0.8517,11.2033
NCT00118144,Phase II Study of Bortezomib (PS-341) for Patients With Advanced Bronchiolo-Alveolar Carcinoma (BAC) or Adenocarcinoma With BAC Features,COMPLETED,bortezomib,PSMB5,small_molecule,nsclc,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.001,0.0,1.0,0.0,0.45,,,,1,1,0,1170.0,0.0009419982905982905,1.0,1.0,1.0,0.6293333333333334,0.05,0.38,0.7,173.0,1.0,1.0,0.4,0.5,0.5,-0.83,1.0,1.0,0.4,0.6,0.0,0.5,0.65,0.52,0.8,0.9,0.62,0.62,0.7,1,1.0,0.25,0.3,0.45,0.0,0.0,0.8673333333333334,0.0,0.8673333333333334,0.0,0.0,0.0,0.0,0.72,0.3,1.0,0.0005,0.1,0.5,0.3,0.7,0.8,0.4085,117.6219,0.295,0.3491,0.28,0.2003,23.7879
NCT00238121,A Phase II Study of BAY 43-9006 in Advanced/Recurrent Uterine Carcinoma/Carcinosarcoma,COMPLETED,sorafenib,BRAF,small_molecule,endometrial cancer,True,2005.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.3,0.2,0.25,0.3,0.4,0.25,0.3,0.047,0.03,0.5851063829787234,0.0,0.75,,,,1,1,0,689.0,0.0007610406386066763,1.0,1.0,1.0,0.5917499999999999,0.05,1.0,0.7,21.0,1.0,0.42,0.7,1.0,1.0,-0.63,1.0,1.0,0.4,0.6,0.0,0.5,0.82,0.656,0.9,1.0,0.85,0.85,0.7,1,1.0,0.4,0.4,0.55,0.0,0.0,0.8779375,0.0,0.8779375,0.0,0.0,0.6382978723404255,0.4468085106382978,0.72,0.3,0.5851063829787234,0.0385,0.1,0.5,0.3,0.7,0.8,0.705,69.5163,0.295,0.3605,0.28,0.3811,14.2612
NCT00790855,Phase I-II Study of Bendamustine in Patients With Acute Leukemia and High-Risk Myelodysplastic Syndrome (MDS),TERMINATED,unmapped,UNKNOWN,unknown,leukemia,True,2008.0,0,0,0,terminated+efficacy,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.7,0.8,0.0,0.0,0.295,0.0,0.22,0.0,0.0625
NCT00579826,Study of Breast Cancer Prevention by Letrozole in High Risk Women,COMPLETED,letrozole,CYP19A1,small_molecule,breast cancer,True,2006.0,0,0,0,completed+results+no_positive_signal,1,1.0,0.88,0.62,0.68,0.93,0.4,0.7,0.83,0.211,0.07,0.5687203791469194,0.0,0.75,,,,0,1,0,740.0,0.0007961513513513514,1.0,1.0,1.0,0.7198,0.05,0.52,0.7,3.0,0.15,0.06,0.7,0.5,0.5,-0.62,1.0,1.0,0.4,0.6,0.0,0.5,0.6,0.48,0.8,0.9,0.74,0.74,0.7,1,1.0,0.1,0.15,0.25,0.0,0.0,0.8899500000000001,0.0,0.8899500000000001,0.0,0.0,0.3317535545023697,0.23222748815165878,0.44200000000000006,0.88,0.5687203791469194,0.1405,0.31,0.5,0.3,0.7,0.8,0.602,74.788,0.295,0.2876,0.3565,0.3064,15.2792
